"","text","emotion","polarity"
"2108","this is great thank you for supporting us as teachers as well our kids","joy","positive"
"2109","your minions writing for you ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚","unknown","positive"
"2110","itll be nice to have a first lady whos not a national embarrassment again","unknown","negative"
"2111","texas representative almost boards airforcewith president trump infected amp contageousâ€","unknown","neutral"
"2112","news flash obama children are a priority but theyre not spreading chinavirus these men aâ€","unknown","negative"
"2113","get our kids back to schooltime to break the corrupt teachers unions","sadness","negative"
"2114","we donâ€™t want harris pick someone else joe","joy","neutral"
"2115","biden told tara reade after sexually assaulting her â€œyou are nothing to meâ€â€œyouâ€™re nothingâ€ per reade","surprise","positive"
"2116","so true","unknown","positive"
"2117","which one is the real candidate biden or obama gramps certainly is not taking the lead","unknown","positive"
"2118","trump canâ€™t boast about the economy you and obama rebuilthe inherited your economy like hâ€","joy","positive"
"2119","tell her to teach you how to say a complete sentence starts with a complete thoughtmkultra at its best","unknown","positive"
"2120","joe biden is a born failureyou vote biden you vote death","unknown","negative"
"2121","ğÿ‘ğÿğÿ‘ğÿğÿ‘ğÿ","unknown","positive"
"2122","this is how real men and our government is supposed to work thank you president obama and vâ€","unknown","positive"
"2123","thanks my grandchildren are doing virtual the first semester hopefully covid will be gâ€","unknown","positive"
"2124","youâ€™re confusing â€œgroomingâ€ with teaching ğÿ˜‚ğÿ˜‚ğÿ˜‚","unknown","negative"
"2125","this is so disgusting i couldnâ€™t finish watching donâ€™t tell me there are so many idiots outâ€","disgust","negative"
"2126","ğÿğÿğÿğÿğÿ","unknown","positive"
"2127","too conscious of the other partyno strategy","unknown","positive"
"2128","exactly donâ€™t politicize school reopening just do it instead of pandering to the teachersâ€","unknown","positive"
"2129","dear vpbidenpls do not allow trump to boast about the economy you and obama rebuilthâ€","unknown","positive"
"2130","pandering exclusive","unknown","positive"
"2131","hes definitely scared hes well aware hes going to losehes gone to the other side inâ€","fear","negative"
"2132","funfact","unknown","positive"
"2133","this is what happens when you and your currupt msm stoke lies and fearrepent god is watching you","sadness","negative"
"2134","niccc","unknown","positive"
"2135","what a great call by two most honorable amp respected personalitieskeep touch with the ppl ampâ€","joy","negative"
"2136","imagine if trump had listened to dems amp not shut down travel from china when he didnow iâ€","unknown","positive"
"2137","as a retired teacher i cried at this conversation educators have so much on their shoulderâ€","unknown","positive"
"2138","if you would just give the people hcq there would be noare the pandâ€","unknown","positive"
"2139","whos going to be running the country biden or obama theres reason we have term limits","unknown","positive"
"2140","that gave me chills","unknown","positive"
"2141","fake commercialyawn","unknown","negative"
"2142","now this is presidential both past and future thank you both you bring hope to america aâ€","unknown","positive"
"2143","lol","unknown","positive"
"2144","ğÿ’–ğÿ’–ğÿ’–ğÿ‡ğÿ‡â˜","unknown","positive"
"2145","god willing well have some consistency and both parties will once again put children and thâ€","sadness","positive"
"2146","a big no to susan rice as vp all we would hear is benghazi benghazi russiagate russiagatâ€","unknown","positive"
"2147","oh look two has beens","unknown","positive"
"2148","wow just wow","unknown","positive"
"2149","again riding that coat tail at what point will you realize you canâ€™t make a decision on your own without obama","unknown","positive"
"2150","all the kids are being home schooled joe","unknown","positive"
"2151","he has moments when he seems to have some claritydid they up his aricept","unknown","positive"
"2152","go to bed joe","anger","positive"
"2153","no one belie you joe american are watching donald trump is better to lead our country","unknown","positive"
"2154","and some how your lack of memory terrible speaking ability and your enjoyment of young kids is going toâ€","fear","negative"
"2155","youre followers and representatives of your party are the ones literally setting fire to our country yoâ€","unknown","positive"
"2156","we should now say â€œrussian agent trumâ€","unknown","positive"
"2157","president trump has the best instincts of any president ever north korea he was right on china he is riâ€","unknown","positive"
"2158","i have a hunch ag barr is going to bring an october surprise and youre not going to like it one bit","joy","neutral"
"2159","meanwhile it is democrats throwing molotov cocktails this is dementia joe biden using his terrorists voâ€","unknown","positive"
"2160","if president trump had lowered the temperature then we never would have learned about all the underhandedâ€","unknown","positive"
"2161","we also need a president to know what statecountry he is in answer off the cuff questions not scriptedâ€","unknown","neutral"
"2162","after four years of potus dominating the news cycle your slogan should be â€œvote for me and youâ€™ll never hâ€","unknown","positive"
"2163","yes bootlicking of china and made monster by clinton and nixon and all asia put in chinas hands","unknown","neutral"
"2164","joe you said you wantto listen to scientists he did by saying open yen schools but you saidâ€","unknown","positive"
"2165","good joe just say the facts we donâ€™t need a debate tell us your platform and firstdays","joy","negative"
"2166","amber alertjoe bidencall findjoe","unknown","positive"
"2167","leadership by not knowing where you are","unknown","positive"
"2168","what was your hand doing on this young girls breast joe were you trying to add fuel to the fireâ€","unknown","negative"
"2169","sleepy joe the last thing we need is a president in declining health if you cared so much about this coâ€","unknown","negative"
"2170","hydrochloroquine is reducing fatalaties in all countries allowing its use truth and fact","unknown","positive"
"2171","what we need is a president who believes in america not one who wants to destroy americanever joe","unknown","negative"
"2172","cant wait to vote for you joe","unknown","positive"
"2173","please dont take the bait on trumps delaying election thinghis hard core base is already waiting toâ€","joy","negative"
"2174","i dont get it do you want to calm the waters or forge a new path","sadness","neutral"
"2175","i wish you would challenge his constituents to go back through all of his interviews as president and finâ€","unknown","neutral"
"2176","trump trump trump","unknown","positive"
"2177","is it gettinghot for quid pro joe going to have to answersome prettytuff questions soon","unknown","positive"
"2178","americans need you","unknown","negative"
"2179","joe you will sit in the oval office and wait for your owners to call and tell you what to do each day bâ€","unknown","neutral"
"2180","lying joe biden gm wilmington plant fisker motors lying joe your words this is my state i saved your jobsâ€","unknown","neutral"
"2181","ass hat didnâ€™t even know where he was in his opening remarks","unknown","positive"
